"0.8949,0.03380608534095221,11,950,[739]"
"0.8794,0.05869565295449134,16,519,[502, 614, 259, 280, 467]"
"0.8444,0.07804515406325428,16,226,[168, 507, 773, 322, 745]"
"0.8717,0.08303026703230108,19,892,[583, 342, 738]"
"0.849,0.04650221570187282,12,41,[694]"
"0.8914,0.06179773158838141,4,924,[278, 345, 291, 612, 143]"
"0.689,0.05794100568113931,4,65,[213, 693]"
"0.7845,0.050082123192352085,5,134,[623, 691, 334, 551]"
"0.8721,0.013183229067287257,17,604,[384, 651, 693]"
"0.876,0.07758122698507612,16,966,[534, 754, 492]"
"0.8949,0.03380608534095221,11,950,[739]"
"0.8794,0.05869565295449134,16,519,[502, 614, 259, 280, 467]"
"0.8717,0.08303026703230108,19,892,[583, 342, 738]"
"0.8914,0.06179773158838141,4,924,[278, 345, 291, 612, 143]"
"0.8721,0.013183229067287257,17,604,[384, 651, 693]"
"0.876,0.07758122698507612,16,966,[534, 754, 492]"
"0.883,0.05666834536698161,4,966,[534, 693]"
"0.8767,0.03380608534095221,4,924,[314, 739, 345, 291, 612, 143]"
"0.8786,0.06803392108105535,16,966,[694, 754, 492]"
"0.8768,0.07607435603774622,19,892,[583]"
"0.8949,0.03380608534095221,11,950,[739]"
"0.8914,0.06179773158838141,4,924,[278, 345, 291, 612, 143]"
"0.883,0.05666834536698161,4,966,[534, 693]"
"0.8794,0.05869565295449134,16,924,[502, 614, 291, 605, 143]"
"0.8856,0.06803392108105535,16,874,[694]"
"0.8814,0.03147720756751698,11,950,[278, 345, 291, 612, 143]"
"0.8871,0.05869565295449134,18,966,[694, 669, 259, 280, 467]"
"0.8811,0.08303026703230108,19,892,[342, 738]"
"0.8801,0.05666834536698161,4,941,[612]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.8949,0.03380608534095221,11,950,[739]"
"0.8914,0.06179773158838141,4,924,[278, 345, 291, 612, 143]"
"0.883,0.05666834536698161,4,966,[534, 693]"
"0.8856,0.06803392108105535,16,874,[694]"
"0.8871,0.05869565295449134,18,966,[694, 669, 259, 280, 467]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.89,0.03380608534095221,11,784,[694]"
"0.8829,0.06179773158838141,4,950,[278, 345, 291, 687, 143]"
"0.8843,0.05869565295449134,16,841,[278, 345, 291, 612, 143]"
"0.8949,0.03380608534095221,11,950,[739]"
"0.8914,0.06179773158838141,4,924,[278, 345, 291, 612, 143]"
"0.8856,0.06803392108105535,16,874,[694]"
"0.8871,0.05869565295449134,18,966,[694, 669, 259, 280, 467]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.89,0.03380608534095221,11,784,[694]"
"0.8843,0.05869565295449134,16,841,[278, 345, 291, 612, 143]"
"0.8972,0.038186764839795814,4,784,[694]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.8949,0.03380608534095221,11,950,[739]"
"0.8914,0.06179773158838141,4,924,[278, 345, 291, 612, 143]"
"0.8856,0.06803392108105535,16,874,[694]"
"0.8871,0.05869565295449134,18,966,[694, 669, 259, 280, 467]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.89,0.03380608534095221,11,784,[694]"
"0.8972,0.038186764839795814,4,784,[694]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.8957,0.038186764839795814,4,784,[498]"
"0.8949,0.03380608534095221,11,950,[739]"
"0.8914,0.06179773158838141,4,924,[278, 345, 291, 612, 143]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8972,0.038186764839795814,4,784,[694]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.8957,0.038186764839795814,4,784,[498]"
"0.8965,0.03217555318206925,11,784,[694]"
"0.8956,0.03380608534095221,11,924,[690]"
"0.897,0.06803392108105535,4,874,[746]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8972,0.038186764839795814,4,784,[694]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.8957,0.038186764839795814,4,784,[498]"
"0.8965,0.03217555318206925,11,784,[694]"
"0.8956,0.03380608534095221,11,924,[690]"
"0.897,0.06803392108105535,4,874,[746]"
"0.8952,0.03832728747855052,11,924,[690]"
"0.8952,0.04953182474353467,4,874,[746]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8972,0.038186764839795814,4,784,[694]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.8957,0.038186764839795814,4,784,[498]"
"0.8965,0.03217555318206925,11,784,[694]"
"0.897,0.06803392108105535,4,874,[746]"
"0.8964,0.03832728747855052,11,706,[690]"
"0.8969,0.06500394676753425,4,917,[479]"
"0.9004,0.06078009296498855,4,871,[746]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8972,0.038186764839795814,4,784,[694]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.8957,0.038186764839795814,4,784,[498]"
"0.8965,0.03217555318206925,11,784,[694]"
"0.897,0.06803392108105535,4,874,[746]"
"0.8964,0.03832728747855052,11,706,[690]"
"0.8969,0.06500394676753425,4,917,[479]"
"0.9004,0.06078009296498855,4,871,[746]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8972,0.038186764839795814,4,784,[694]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.8957,0.038186764839795814,4,784,[498]"
"0.8965,0.03217555318206925,11,784,[694]"
"0.897,0.06803392108105535,4,874,[746]"
"0.8964,0.03832728747855052,11,706,[690]"
"0.8969,0.06500394676753425,4,917,[479]"
"0.9004,0.06078009296498855,4,871,[746]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8972,0.038186764839795814,4,784,[694]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.8965,0.03217555318206925,11,784,[694]"
"0.897,0.06803392108105535,4,874,[746]"
"0.8964,0.03832728747855052,11,706,[690]"
"0.8969,0.06500394676753425,4,917,[479]"
"0.9004,0.06078009296498855,4,871,[746]"
"0.8994,0.06078009296498855,4,838,[746]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8972,0.038186764839795814,4,784,[694]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.9004,0.06078009296498855,4,871,[746]"
"0.8994,0.06078009296498855,4,838,[746]"
"0.9034,0.06304754698159439,4,874,[746]"
"0.8975,0.06078009296498855,4,933,[694]"
"0.8998,0.03832728747855052,12,892,[594]"
"0.9042,0.038186764839795814,4,784,[774]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.9004,0.06078009296498855,4,871,[746]"
"0.8994,0.06078009296498855,4,838,[746]"
"0.9034,0.06304754698159439,4,874,[746]"
"0.8975,0.06078009296498855,4,933,[694]"
"0.8998,0.03832728747855052,12,892,[594]"
"0.9042,0.038186764839795814,4,784,[774]"
"0.8991,0.05869565295449134,4,848,[560]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.9004,0.06078009296498855,4,871,[746]"
"0.8994,0.06078009296498855,4,838,[746]"
"0.9034,0.06304754698159439,4,874,[746]"
"0.8998,0.03832728747855052,12,892,[594]"
"0.9042,0.038186764839795814,4,784,[774]"
"0.8991,0.05869565295449134,4,848,[560]"
"0.8983,0.030312891653818706,4,962,[578]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.9004,0.06078009296498855,4,871,[746]"
"0.8994,0.06078009296498855,4,838,[746]"
"0.9034,0.06304754698159439,4,874,[746]"
"0.8998,0.03832728747855052,12,892,[594]"
"0.9042,0.038186764839795814,4,784,[774]"
"0.8991,0.05869565295449134,4,848,[560]"
"0.8983,0.030312891653818706,4,962,[578]"
"0.9021,0.030312891653818706,12,892,[739]"
"0.9,0.05869565295449134,4,924,[560]"
"0.8986,0.05666834536698161,4,917,[479]"
"0.9004,0.06078009296498855,4,871,[746]"
"0.8994,0.06078009296498855,4,838,[746]"
