"0.877,0.08152364410500396,6,569,[329, 35, 590, 571, 343]"
"0.869,0.04736769196642608,17,710,[207, 141, 377]"
"0.2442,0.0826040549812126,19,500,[628, 250, 476, 2, 690]"
"0.8431,0.09329085380223118,9,184,[163]"
"0.8585,0.008010062754091336,15,73,[82, 711]"
"0.8652,0.082773322575591,20,150,[231]"
"0.8723,0.061924789918953914,6,808,[138, 500, 126, 31, 329]"
"0.8852,0.07904131589782828,17,949,[176, 757]"
"0.888,0.09667002402038784,10,754,[445, 190]"
"0.8568,0.05397243653199283,13,685,[108, 122, 38, 556]"
"0.3821,0.05323781558907408,4,292,[778, 530, 557, 2]"
"0.8764,0.056113171881901194,7,612,[454, 611]"
"0.8827,0.0941772933499256,20,808,[448, 476, 588]"
"0.8841,0.024942105246218562,7,698,[216, 134, 302, 164, 74]"
"0.8033,0.03109035684978063,6,75,[230, 441, 288, 271]"
"0.8879,0.0934691228156899,7,657,[188, 780, 722, 572, 255]"
"0.8578,0.016427434294182478,4,127,[745]"
"0.8355,0.003898117745961084,17,26,[210, 568, 113, 164, 66]"
"0.8826,0.09002341031178529,17,663,[139, 502, 523, 198]"
"0.874,0.07339083319332926,11,374,[596, 590, 413, 370, 58]"
"0.8774,0.06910564956865463,19,762,[343, 113, 526, 640, 636]"
"0.8359,0.001591359172823392,10,44,[300, 52, 674]"
"0.8052,0.045891842517400236,19,255,[713, 677, 215]"
"0.8798,0.09213355845446498,20,867,[176, 644, 658, 295]"
"0.8471,0.024005375794969173,4,197,[450, 390]"
"0.8785,0.0689763183332232,6,827,[141, 707, 456, 184, 514]"
"0.886,0.09945841882126444,7,933,[473]"
"0.8803,0.028481698068258895,3,429,[658]"
"0.8175,0.06972707741985669,17,287,[635, 155, 677, 63, 556]"
"0.854,0.01672015182319569,5,266,[287, 603, 620, 129, 662]"
"0.8419,0.08526464226852712,5,144,[126]"
"0.8906,0.00814740057433503,1,589,[565, 502, 517, 719]"
"0.8878,0.009537627111723703,4,461,[85]"
"0.8752,0.04015569486951387,13,998,[217, 364, 639]"
"0.8781,0.09339262324796829,17,744,[409, 300]"
"0.8754,0.06702419475576483,10,617,[328, 398, 73]"
"0.8483,0.03540611677771718,8,161,[558, 559]"
"0.8778,0.021743167078442947,11,990,[296, 453, 397]"
"0.8786,0.03303159220935129,19,503,[97, 369, 640, 154]"
"0.8773,0.06287345947930922,5,677,[457, 127, 729, 635, 185]"
"0.877,0.08152364410500396,6,569,[329, 35, 590, 571, 343]"
"0.8852,0.07904131589782828,17,949,[176, 757]"
"0.888,0.09667002402038784,10,754,[445, 190]"
"0.8764,0.056113171881901194,7,612,[454, 611]"
"0.8827,0.0941772933499256,20,808,[448, 476, 588]"
"0.8841,0.024942105246218562,7,698,[216, 134, 302, 164, 74]"
"0.8879,0.0934691228156899,7,657,[188, 780, 722, 572, 255]"
"0.8826,0.09002341031178529,17,663,[139, 502, 523, 198]"
"0.8774,0.06910564956865463,19,762,[343, 113, 526, 640, 636]"
"0.8798,0.09213355845446498,20,867,[176, 644, 658, 295]"
"0.8785,0.0689763183332232,6,827,[141, 707, 456, 184, 514]"
"0.886,0.09945841882126444,7,933,[473]"
"0.8803,0.028481698068258895,3,429,[658]"
"0.8906,0.00814740057433503,1,589,[565, 502, 517, 719]"
"0.8878,0.009537627111723703,4,461,[85]"
"0.8752,0.04015569486951387,13,998,[217, 364, 639]"
"0.8781,0.09339262324796829,17,744,[409, 300]"
"0.8754,0.06702419475576483,10,617,[328, 398, 73]"
"0.8778,0.021743167078442947,11,990,[296, 453, 397]"
"0.8786,0.03303159220935129,19,503,[97, 369, 640, 154]"
"0.8773,0.06287345947930922,5,677,[457, 127, 729, 635, 185]"
"0.8846,0.024005375794969173,4,504,[85]"
"0.8876,0.09667002402038784,4,754,[390]"
"0.8749,0.07339083319332926,11,685,[596, 590, 413, 371]"
"0.8846,0.08896051601360279,11,990,[409, 300, 397]"
"0.8801,0.05397243653199283,13,685,[498, 190]"
"0.8804,0.04736769196642608,17,715,[207, 141]"
"0.8764,0.0689763183332232,6,754,[141, 198]"
"0.8783,0.04736769196642608,1,710,[207, 512, 517, 719]"
"0.8819,0.10440100524701074,10,754,[395, 190, 456, 514]"
"0.8838,0.0605570196923098,6,827,[445, 707]"
"0.8792,0.03540611677771718,8,742,[558, 300]"
"0.8831,0.082773322575591,17,949,[176, 726]"
"0.8901,0.009537627111723703,4,461,[82]"
"0.882,0.06410570906355467,5,677,[231]"
"0.8815,0.02635735571194577,3,429,[658]"
"0.8775,0.061924789918953914,17,710,[138, 141, 252, 377]"
"0.8839,0.03841540089000909,13,998,[217, 390]"
"0.8768,0.03303159220935129,9,503,[95]"
"0.8821,0.00814740057433503,1,590,[493, 502, 517, 719]"
